participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
655,1,0,10,7,1,,,,,1,,,,,,,,,,,1,,1,0,,,,,,,,1,,,,1,0,,,1,,,,,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1,0,12,9,0,,,,,1,1,,,,,,,,,,,1,,,1,,,,,1,0,,,,,1,0,,,,,1,,0,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,,0,5,3,2,,,,,-1,,-1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,0,5,0,0,,,,,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,0,1,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,0,0,17,7,2,,,,,1,,-1,,,,,,,,0,,,,1,0,1,0,,,-1,,1,,,0,0,1,,,,0,1,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,
717,2,0,13,10,2,,,,,1,1,1,,,,,,,,0,1,1,1,-1,,1,1,,,,,1,,,,-1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,1,1,17,10,2,,,,,1,,,,,,,,,,,1,,1,0,,,1,,,,1,,0,,0,-1,0,,,1,1,0,,,,-1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,,0,5,5,0,,,,,1,1,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,0,0,21,8,1,,,,,1,,0,,,,,,,0,0,1,,0,0,0,1,0,,,,1,1,1,,,0,,1,,,0,0,,0,,,0,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,,0,6,3,0,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,1,,,,0,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,,0,3,1,1,,,,,0,,,,,,,,,,-1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,0,0,21,2,0,,,,,0,0,,,,,,,,0,,1,0,0,,0,0,0,,,0,0,0,1,,0,,0,0,,0,,,,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,0,0,15,0,0,,,,,0,0,0,,,,,,,,0,0,,0,0,,0,0,,,,,0,0,,,,,,,0,0,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,0,0,9,6,3,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,-1,,,,,,,1,,,,,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,
795,0,0,12,6,3,,,,,0,-1,,,,,,,,,,,,1,1,0,,,,,0,,1,,,,-1,,1,,1,,-1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,0,0,13,4,0,,,,,1,1,,,,,,,,,,,0,,0,,,0,,,,1,,,,,,0,,,,,,,0,,0,0,,,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,,0,5,3,0,,,,,1,0,,,,,,,,,,,,,,,,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,0,0,8,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0,0,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,0,1,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,1,0,17,12,1,,,,,1,,1,,,,,,,,-1,,1,0,0,1,1,1,,,,0,,,,,0,,,,1,1,,,,,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,1,0,10,9,0,,,,,1,0,,,,,,,,,,,,,1,,1,,,,1,1,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,,0,2,1,1,,,,,-1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,,0,4,2,0,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,0,0,10,1,0,,,,,0,0,,,,,,,,,0,0,,,,0,,,,,,,0,,,0,,,0,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,,0,4,3,0,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,,0,6,4,0,,,,,1,,,,,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,1,0,10,8,0,,,,,1,,1,,,,,,,0,0,,1,,,,,,,,,1,1,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,,0,1,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1,0,17,12,3,,,,,1,,,,,,,,,0,,1,,1,-1,,,1,,,-1,,,1,,,,,,,1,,,,1,,0,1,,,,,1,,,,,,1,1,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,
944,0,0,9,4,2,,,,,1,,,,,,,,,,-1,,,,,,,,,,,0,,,,,,,,,,,,,,,-1,,,1,0,,,,,0,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
951,0,0,9,6,0,,,,,1,,1,,,,,,,,0,,0,,,,,,,,1,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
966,,0,5,4,0,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,
993,,0,2,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,0,0,7,2,5,,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
1004,1,0,7,5,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1022,0,0,11,5,0,,,,,0,,,,,,,,,0,,,,,,1,,,,,1,,0,,,,,,1,,,,,,,,0,0,,,,,,,,,,,1,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,
1024,,0,5,2,0,,,,,1,1,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,0,0,15,11,0,,,,,1,0,,,,,,,,,0,0,1,,,,,,,,,,1,,,,1,,1,,,,,,,,1,,,0,1,,,1,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
1033,0,0,9,4,0,,,,,1,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,,0,,,,,,1,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
1055,,0,4,4,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1067,,0,1,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,0,0,15,6,3,,,,,1,,,,,,,,,0,,,,1,-1,,1,,,,,,,-1,,0,0,,1,,,,0,,,,-1,,,,0,,,,,,,,1,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,
1076,1,0,18,13,2,,,,,0,-1,0,,,,,,,-1,,,1,,1,,,,,,,,,,,1,1,,,,1,1,,,,,,,,1,,1,,0,1,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1093,0,0,8,5,1,,,,,-1,,,,,,,,,,1,1,,,,,1,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,
1095,0,1,7,4,0,,,,,1,1,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
1105,1,0,9,9,0,,,,,1,,1,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1208,0,1,20,4,0,,,,,0,,0,,,,,,,,,,,,,0,,,,,,,1,0,,,,0,,,,,,,,,,,,0,0,0,,,0,0,,,0,,,0,,,,0,1,,,,0,,0,,,0,,1,1,,,,,,,,
1215,0,0,7,2,2,,,,,0,,,,,,,,,0,,1,,0,,,1,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,,0,1,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,0,0,25,20,5,,,,,-1,1,,,,,,,,,1,1,,1,1,,,,,,,1,1,-1,,1,1,,,,,1,-1,,1,,,1,,-1,-1,,,1,,,,,,1,,1,1,,,,1,1,,,,,,,,1,1,,,,,,,,,,
1271,0,0,23,12,11,,,,,1,-1,,,,,,,,,1,,1,,1,,,,,,-1,,-1,1,,-1,,-1,,,1,-1,,,,,,,,,,,,1,,,,,,1,,1,,-1,,,1,-1,,,1,-1,,,1,,-1,-1,,,,,,,,,
1284,,0,1,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,,0,5,1,0,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
1302,,0,3,3,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,
1317,,0,3,3,0,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,1,0,17,11,1,,,,,1,,,,,,,,,0,,,,,0,1,,1,,,0,,,1,,,,-1,1,,,,,,,,,1,,1,,1,,,1,1,,,,0,,,,,,,,0,,,,,,,,,,,1,,,,,,,,
1343,0,0,25,13,1,,,,,0,1,,,,,,,,0,-1,,1,0,1,0,1,0,,,,,,,,1,,0,,,,,,,0,,,,,,1,,1,,,,,,,1,,,,,,,,1,,,1,,0,,0,,,1,1,1,,0,0,,,,
1347,1,0,9,9,0,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,1,,,,,
1348,1,0,32,22,8,,,,,1,,-1,,,,,,,,-1,1,,-1,-1,-1,,,,,,,,1,,,1,,1,,,1,,,0,,,1,,,,,-1,,1,,,,1,1,,1,1,1,,,1,,,,1,1,0,,,,1,-1,1,-1,1,1,1,1,,,
1349,1,0,7,5,0,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,0,0,8,5,0,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,
1359,1,0,18,15,1,,,,,1,1,,,,,,,,,,,,,1,,0,,,,,1,,,,,1,,,,,1,1,,,,-1,,,,,,,,1,1,,,,1,,1,,,,,1,,,,,,1,,,0,1,,,,,,,1,,,
1395,,0,2,1,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1397,0,0,9,3,2,,,,,0,,,,,,,,,,,,,,,,,-1,,,1,,,,,0,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,0,,0,,-1,,,,,
1409,0,0,14,10,1,,,,,1,,,,,,,,,,,,0,,-1,,1,,,,,,,,,,1,0,,,,1,1,,,,,1,,,,1,,,,,,,,,,1,0,,,,,,,,,1,,,,1,,,,,,,,,,,
1436,0,0,13,0,2,,,,,0,,,,,,,,,,,0,,,-1,,0,,,,,,,,,,0,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,0,,0,,,-1,,
1463,0,0,10,8,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,-1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,1,,,,-1,,
1464,0,0,15,11,3,,,,,1,,,,,,,,,0,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,-1,,,,,,,1,,,,,,,,1,1,,,,1,,,,1,1,,,-1,-1,,
1465,0,0,17,8,0,,,,,1,0,0,,,,,,,,0,,,,,0,,,,,,0,,,,1,,,,,0,,,,0,,,,,,,,,,,,,,0,1,,,1,,,,,,,,,,0,,,1,,1,,,1,,,1,,,
1501,1,0,22,22,0,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,1,1,,,,,1,,1,,,1,1,,1,,,1,,,,1,1,,,,,,,1,1,1,,,,1,,,1,,1,1,1,,,
1514,0,0,22,4,1,,,,,0,-1,,,,,,,,,,,0,1,0,0,,0,,,,,1,0,,,,,0,,,0,,,0,,,,,,,,0,,1,,,,,,,,0,,,,,,,,,,0,,0,,0,1,,,,0,0,,0,,
1522,1,0,9,6,1,,,,,1,-1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,1,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,
1531,0,0,8,5,0,,,,,1,,,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,
1536,,0,3,3,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,
1538,,0,4,3,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1554,0,0,7,6,1,,,,,1,,-1,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1565,,0,4,3,1,,,,,-1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1567,0,0,11,2,0,,,,,0,,,,,,,,,,,,1,,,,,0,,,0,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,1,,,,,,,,0,,,0,
1570,,0,3,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
12,,0,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,0,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,0,1,0,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,0,2,2,0,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,0,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,0,1,0,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,0,3,2,0,,,,,,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,0,2,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2,0,8,7,1,,,,,,1,,-1,,,,,,1,1,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1,0,7,5,2,,,,,,-1,1,,,,,,,,,,1,1,,,,,,-1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,0,5,1,3,,,,,,1,,,,,,,,0,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,0,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,0,3,3,0,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,,0,2,1,1,,,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,0,0,9,4,1,,,,,,0,,,,,,,,0,,,,-1,,1,1,,,,,0,1,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,0,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,0,5,3,0,,,,,,0,0,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,0,2,2,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,0,3,2,0,,,,,,0,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,0,5,1,2,,,,,,-1,,,,,,,,,,,,,0,,1,,,,-1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,,0,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,,0,3,2,0,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,0,0,8,2,0,,,,,,0,,0,,,,,,0,,,1,0,,1,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,1,0,13,9,0,,,,,,1,1,,,,,,,,,,0,1,,,1,1,,,,0,,,,0,1,,,,1,1,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,,0,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,,0,5,1,0,,,,,,0,,,,,,,,,0,,,1,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,,0,3,2,0,,,,,,0,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,0,0,9,2,0,,,,,,0,,,,,,,,0,,,,,0,0,,,,,,,0,,,,,0,,,1,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,0,5,4,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,,0,2,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,0,1,0,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,1,0,12,7,1,,,,,,-1,,,,,,,,,,,,,,,,,,,1,0,,,,0,1,0,0,,,,,,1,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,,1,6,5,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,-1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
922,0,0,18,8,1,,,,,,0,,,,,,,,0,,,,0,0,1,0,0,,,1,1,,,,,,,,,1,,-1,,,,0,0,,1,1,1,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,,0,2,1,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,0,0,12,6,2,,,,,,-1,,,,,,,,0,,,1,,,,,,,,,,1,,,,,0,,,,0,0,,,,,,,,-1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,,0,5,5,0,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
994,0,0,8,6,2,,,,,,1,1,,,,,,,,,,-1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,
1017,1,0,14,11,1,,,,,,0,-1,,,,,,,1,,1,1,1,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,0,1,,,,,,,,,,,,,,,,,,,,
1027,0,0,9,7,2,,,,,,1,,,,,,,,,-1,,1,,-1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
1052,,0,6,5,1,,,,,,1,1,,,,,,,,-1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,,0,3,1,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,,0,3,0,0,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,,0,2,0,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
1092,1,0,19,12,3,,,,,,-1,,,,,,,,,,,-1,,1,0,,0,,,1,,,,,,1,1,1,,,0,1,,,,,0,,,1,1,,1,,,,,1,,,,,1,,-1,,1,,,,,,,,,,,,,,,,,,,
1108,,0,3,1,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,,0,6,2,0,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1177,,0,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,1,0,24,14,3,,,,,,1,0,,,,,,,1,,,-1,,,1,1,,,,,,1,1,,0,,,1,,1,0,-1,,,,,,,1,1,,0,,1,,,,0,,,,1,,,0,,1,,,,,0,,1,-1,,,,,,,,,,,
1201,0,1,17,8,0,,,,,,0,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,0,,,,,,0,0,,,1,,0,,1,,,,0,,,,0,,,,,1,,,,0,,,1,,,1,,,,0,,,,,
1219,,0,6,2,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
1279,0,0,11,9,2,,,,,,1,,,,,,,,,,,,,-1,,,,,,,,1,,,,,,,,,1,1,,-1,,,,,,1,,,,1,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
1310,1,0,12,8,1,,,,,,-1,,,,,,,,,0,,,,0,,1,,,,,,,,,,0,,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,1,,,,,,,,1,,,1,,,,,,,,,,,,
1333,,0,3,0,3,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,0,0,12,8,1,,,,,,1,,,,,,,,,,,,,1,1,,,,,,0,,,,,,,1,,,,1,,,,,,,1,,,0,,1,,,,,-1,,,,1,,,,,,,,,0,,,,,,,,,,,,,,
